ID,Fecha,Tipo_Planta,Especie,Dataset,Epoca,Loss_Train,Loss_Val,Accuracy,Prediccion,Confianza,Correcta,Ubicacion,Temperatura,Humedad,Precision,Recall,F1_Score
165,2026-10-15,Arbol,Eucalyptus globulus,Train,13,0.159,0.301,0.822,Eucalyptus globulus,0.812,1,Cultivo Este,10.1,56.2,0.937,0.926,0.931
166,2026-10-04,Arbol,Eucalyptus globulus,Validation,12,0.147,0.201,0.843,Eucalyptus globulus,0.746,1,Parque Central,15.7,43.7,0.871,0.903,0.887
167,2025-03-21,Arbol,Eucalyptus globulus,Validation,27,0.166,0.183,0.955,Eucalyptus globulus,0.802,1,Parque Central,22.0,41.3,0.92,0.886,0.903
168,2025-10-06,Arbol,Eucalyptus globulus,Train,15,0.195,0.224,0.909,Eucalyptus globulus,0.898,1,Parque Central,30.3,75.9,0.868,0.838,0.853
169,2025-05-22,Arbol,Eucalyptus globulus,Test,9,0.052,0.255,0.962,Cedrus atlantica,0.695,0,Cultivo Sur,33.2,43.0,0.803,0.793,0.798
170,2026-12-25,Arbol,Eucalyptus globulus,Validation,11,0.171,0.149,0.851,Rosa canina,0.72,0,Bosque Norte,30.1,67.0,0.863,0.772,0.815
171,2026-02-22,Arbol,Eucalyptus globulus,Validation,15,0.118,0.192,0.822,Eucalyptus globulus,0.671,1,Cultivo Este,27.0,49.1,0.91,0.908,0.909
172,2026-03-02,Arbol,Eucalyptus globulus,Validation,6,0.192,0.149,0.973,Eucalyptus globulus,0.789,1,Cultivo Sur,30.1,67.5,0.928,0.774,0.844
173,2026-02-03,Arbol,Eucalyptus globulus,Validation,29,0.2,0.301,0.959,Eucalyptus globulus,0.689,1,Cultivo Este,15.3,70.5,0.914,0.959,0.936
174,2025-01-21,Arbol,Eucalyptus globulus,Test,29,0.138,0.144,0.94,Eucalyptus globulus,0.707,1,Cultivo Este,30.6,61.2,0.951,0.948,0.95
175,2026-05-04,Arbol,Eucalyptus globulus,Validation,5,0.163,0.238,0.83,Eucalyptus globulus,0.887,1,Parque Central,31.6,50.8,0.817,0.887,0.851
176,2026-02-04,Arbol,Eucalyptus globulus,Validation,18,0.202,0.228,0.842,Eucalyptus globulus,0.752,1,Cultivo Este,24.9,64.8,0.804,0.891,0.846
177,2026-09-10,Arbol,Eucalyptus globulus,Test,12,0.151,0.196,0.929,Salix babylonica,0.87,0,Jardin Botanico,34.8,46.4,0.825,0.903,0.862
178,2025-10-07,Arbol,Eucalyptus globulus,Train,18,0.119,0.101,0.815,Eucalyptus globulus,0.949,1,Jardin Botanico,14.8,56.2,0.93,0.877,0.903
179,2026-02-03,Arbol,Eucalyptus globulus,Train,15,0.18,0.098,0.944,Eucalyptus globulus,0.691,1,Bosque Sur,23.5,84.0,0.864,0.765,0.812
180,2026-02-19,Arbol,Eucalyptus globulus,Test,28,0.133,0.261,0.979,Eucalyptus globulus,0.858,1,Cultivo Sur,23.9,76.5,0.896,0.821,0.857
181,2025-05-11,Arbol,Eucalyptus globulus,Validation,24,0.289,0.127,0.924,Eucalyptus globulus,0.678,1,Cultivo Este,23.4,44.8,0.811,0.874,0.841
182,2026-02-08,Arbol,Eucalyptus globulus,Train,23,0.216,0.295,0.967,Eucalyptus globulus,0.692,1,Cultivo Este,20.0,47.6,0.936,0.826,0.878
183,2025-03-27,Arbol,Eucalyptus globulus,Test,25,0.261,0.221,0.912,Quercus robur,0.635,0,Jardin Botanico,28.9,46.4,0.967,0.869,0.915
184,2026-04-18,Arbol,Eucalyptus globulus,Train,10,0.059,0.162,0.847,Eucalyptus globulus,0.74,1,Bosque Norte,12.2,86.8,0.941,0.906,0.923
185,2026-01-24,Arbol,Eucalyptus globulus,Validation,15,0.162,0.242,0.893,Eucalyptus globulus,0.959,1,Cultivo Sur,22.4,89.6,0.855,0.837,0.846
186,2025-12-01,Arbol,Eucalyptus globulus,Validation,15,0.079,0.301,0.869,Eucalyptus globulus,0.942,1,Jardin Botanico,31.7,80.3,0.838,0.955,0.892
187,2026-03-08,Arbol,Eucalyptus globulus,Validation,13,0.151,0.127,0.925,Eucalyptus globulus,0.735,1,Bosque Norte,34.4,72.0,0.855,0.768,0.809
188,2025-01-20,Arbol,Eucalyptus globulus,Validation,28,0.281,0.212,0.909,Eucalyptus globulus,0.898,1,Cultivo Este,14.4,65.1,0.824,0.94,0.878
189,2025-12-25,Arbol,Eucalyptus globulus,Train,12,0.067,0.087,0.824,Eucalyptus globulus,0.976,1,Bosque Sur,23.7,88.3,0.826,0.831,0.829
190,2026-10-30,Arbol,Eucalyptus globulus,Train,6,0.16,0.109,0.915,Eucalyptus globulus,0.684,1,Bosque Norte,25.5,72.5,0.856,0.861,0.859
191,2025-07-24,Arbol,Eucalyptus globulus,Train,5,0.165,0.096,0.979,Eucalyptus globulus,0.623,1,Cultivo Este,27.4,89.2,0.811,0.922,0.863
192,2025-09-02,Arbol,Eucalyptus globulus,Train,9,0.126,0.107,0.925,Eucalyptus globulus,0.624,1,Jardin Botanico,22.7,89.8,0.826,0.777,0.8
193,2025-04-28,Arbol,Eucalyptus globulus,Test,23,0.206,0.222,0.877,Eucalyptus globulus,0.651,1,Cultivo Sur,32.2,62.5,0.911,0.817,0.862
194,2026-12-18,Arbol,Eucalyptus globulus,Validation,13,0.257,0.278,0.938,Eucalyptus globulus,0.604,1,Parque Central,20.4,64.1,0.866,0.841,0.853
195,2026-09-13,Arbol,Eucalyptus globulus,Train,24,0.084,0.225,0.839,Eucalyptus globulus,0.605,1,Bosque Sur,16.0,88.8,0.847,0.917,0.881
196,2025-04-28,Arbol,Eucalyptus globulus,Test,29,0.077,0.228,0.882,Eucalyptus globulus,0.929,1,Cultivo Sur,12.5,64.4,0.973,0.857,0.911
197,2025-04-21,Arbol,Eucalyptus globulus,Validation,23,0.169,0.181,0.871,Eucalyptus globulus,0.779,1,Bosque Norte,29.6,84.6,0.858,0.912,0.885
198,2026-11-25,Arbol,Eucalyptus globulus,Validation,17,0.222,0.198,0.846,Helianthus annuus,0.928,0,Jardin Botanico,11.0,85.1,0.942,0.819,0.876
199,2025-07-23,Arbol,Eucalyptus globulus,Test,7,0.274,0.252,0.911,Eucalyptus globulus,0.626,1,Cultivo Este,23.0,47.5,0.915,0.895,0.905
200,2026-10-05,Arbol,Eucalyptus globulus,Test,12,0.06,0.103,0.929,Eucalyptus globulus,0.628,1,Bosque Norte,11.8,40.6,0.892,0.9,0.896
201,2026-12-02,Arbusto,Rosa canina,Test,24,0.124,0.174,0.939,Triticum aestivum,0.858,0,Bosque Norte,14.6,48.7,0.933,0.828,0.877
202,2025-02-12,Arbusto,Rosa canina,Test,16,0.116,0.086,0.815,Rosa canina,0.977,1,Cultivo Este,17.4,78.5,0.919,0.918,0.919
203,2026-11-09,Arbusto,Rosa canina,Validation,16,0.08,0.246,0.939,Rosa canina,0.851,1,Bosque Norte,23.3,42.1,0.869,0.795,0.83
204,2025-01-13,Arbusto,Rosa canina,Test,18,0.295,0.243,0.905,Oryza sativa,0.892,0,Jardin Botanico,30.3,72.8,0.944,0.814,0.874
205,2026-03-20,Arbusto,Rosa canina,Train,16,0.106,0.18,0.878,Rosa canina,0.771,1,Bosque Sur,25.3,87.2,0.861,0.954,0.905
206,2026-12-26,Arbusto,Rosa canina,Validation,9,0.272,0.254,0.851,Rosa canina,0.918,1,Jardin Botanico,31.5,82.3,0.822,0.793,0.807
207,2026-10-29,Arbusto,Rosa canina,Train,13,0.165,0.307,0.931,Acer palmatum,0.903,0,Cultivo Este,26.4,48.9,0.845,0.916,0.879
208,2026-05-11,Arbusto,Rosa canina,Test,19,0.061,0.125,0.824,Rosa canina,0.883,1,Jardin Botanico,30.4,50.7,0.977,0.956,0.967
209,2026-08-30,Arbusto,Rosa canina,Test,13,0.186,0.239,0.892,Rosa canina,0.716,1,Parque Central,24.1,74.4,0.951,0.911,0.931
210,2025-03-30,Arbusto,Rosa canina,Train,13,0.09,0.205,0.802,Rosa canina,0.696,1,Jardin Botanico,28.2,89.6,0.915,0.917,0.916
211,2026-04-21,Arbusto,Rosa canina,Train,23,0.101,0.23,0.932,Rosa canina,0.84,1,Cultivo Este,14.7,57.8,0.872,0.926,0.898
212,2026-01-24,Arbusto,Rosa canina,Test,15,0.24,0.09,0.934,Rosa canina,0.679,1,Bosque Norte,34.0,58.4,0.9,0.751,0.819
213,2025-11-29,Arbusto,Rosa canina,Validation,10,0.269,0.349,0.866,Rosa canina,0.775,1,Jardin Botanico,28.1,84.3,0.827,0.817,0.822
214,2025-12-30,Arbusto,Rosa canina,Train,30,0.224,0.081,0.912,Rosa canina,0.739,1,Parque Central,29.9,44.6,0.87,0.841,0.855
215,2025-10-14,Arbusto,Rosa canina,Validation,24,0.066,0.237,0.901,Rosa canina,0.819,1,Bosque Sur,25.1,73.8,0.887,0.891,0.889
216,2026-07-24,Arbusto,Rosa canina,Validation,5,0.175,0.101,0.811,Rosa canina,0.73,1,Cultivo Este,29.6,75.4,0.849,0.932,0.888
217,2025-03-29,Arbusto,Rosa canina,Train,12,0.087,0.169,0.878,Rosa canina,0.635,1,Bosque Sur,15.5,69.9,0.893,0.847,0.869
218,2026-05-16,Arbusto,Rosa canina,Validation,22,0.211,0.194,0.915,Rosa canina,0.906,1,Cultivo Sur,13.0,60.5,0.98,0.955,0.967
219,2026-05-03,Arbusto,Rosa canina,Test,25,0.197,0.13,0.865,Rosa canina,0.73,1,Bosque Sur,10.7,41.2,0.869,0.876,0.872
220,2026-04-04,Arbusto,Rosa canina,Validation,30,0.125,0.334,0.847,Rosa canina,0.768,1,Bosque Norte,31.8,82.1,0.849,0.864,0.857
221,2025-10-29,Arbusto,Rosa canina,Train,12,0.171,0.116,0.815,Rosa canina,0.884,1,Jardin Botanico,22.4,61.8,0.944,0.851,0.895
222,2025-09-07,Arbusto,Rosa canina,Test,14,0.203,0.117,0.935,Rosa canina,0.856,1,Bosque Sur,33.9,43.4,0.938,0.785,0.855
223,2026-01-13,Arbusto,Rosa canina,Test,20,0.112,0.325,0.845,Rosa canina,0.706,1,Cultivo Este,29.0,62.5,0.851,0.808,0.829
224,2025-12-19,Arbusto,Rosa canina,Test,18,0.058,0.097,0.963,Rosa canina,0.654,1,Bosque Sur,23.3,60.6,0.812,0.857,0.834
225,2025-12-05,Arbusto,Rosa canina,Test,16,0.216,0.34,0.901,Rosa canina,0.965,1,Bosque Sur,11.3,60.9,0.962,0.755,0.846
226,2025-10-05,Arbusto,Rosa canina,Validation,14,0.114,0.257,0.836,Rosa canina,0.82,1,Parque Central,21.6,88.6,0.932,0.966,0.948
227,2025-05-04,Arbusto,Rosa canina,Train,28,0.088,0.141,0.845,Rosa canina,0.932,1,Cultivo Sur,24.0,66.2,0.863,0.775,0.817
228,2025-05-03,Arbusto,Rosa canina,Validation,28,0.067,0.271,0.898,Rosa canina,0.632,1,Cultivo Este,21.5,64.2,0.955,0.909,0.931
229,2025-07-09,Arbusto,Rosa canina,Test,11,0.217,0.205,0.874,Rosa canina,0.854,1,Cultivo Sur,23.6,43.1,0.97,0.937,0.953
230,2026-05-11,Arbusto,Rosa canina,Test,13,0.063,0.292,0.836,Rosa canina,0.701,1,Bosque Sur,14.1,56.5,0.945,0.851,0.896
231,2026-06-22,Arbusto,Rosa canina,Test,24,0.269,0.317,0.957,Rosa canina,0.693,1,Parque Central,21.3,89.2,0.893,0.795,0.841
232,2025-07-18,Arbusto,Rosa canina,Train,14,0.166,0.325,0.897,Rosa canina,0.794,1,Cultivo Sur,12.6,72.8,0.805,0.764,0.784
233,2025-07-03,Arbusto,Rosa canina,Validation,14,0.291,0.135,0.894,Rosa canina,0.712,1,Bosque Norte,29.8,68.9,0.868,0.921,0.894
234,2026-07-01,Arbusto,Rosa canina,Test,9,0.279,0.224,0.828,Rosa canina,0.871,1,Parque Central,29.8,55.8,0.944,0.837,0.887
235,2025-02-25,Arbusto,Rosa canina,Train,22,0.296,0.118,0.836,Rosa canina,0.672,1,Parque Central,32.3,72.7,0.963,0.811,0.88
236,2025-05-10,Arbusto,Rosa canina,Test,25,0.071,0.318,0.945,Rosa canina,0.797,1,Jardin Botanico,34.2,60.9,0.879,0.885,0.882
237,2026-08-11,Arbusto,Rosa canina,Train,14,0.091,0.318,0.877,Quercus robur,0.663,0,Jardin Botanico,10.3,68.0,0.92,0.89,0.905
238,2026-03-28,Arbusto,Rosa canina,Validation,15,0.07,0.278,0.834,Rosa canina,0.935,1,Cultivo Sur,30.5,67.0,0.929,0.946,0.938
239,2025-09-16,Arbusto,Rosa canina,Train,20,0.255,0.204,0.864,Rosa canina,0.793,1,Bosque Norte,30.7,56.8,0.857,0.854,0.855
240,2026-02-15,Arbusto,Rosa canina,Train,20,0.075,0.145,0.826,Rosa canina,0.736,1,Bosque Norte,21.3,77.4,0.928,0.932,0.93
241,2026-10-07,Arbusto,Rosa canina,Test,26,0.26,0.207,0.976,Rosa canina,0.847,1,Bosque Norte,13.2,73.8,0.912,0.828,0.868
242,2025-06-02,Arbusto,Rosa canina,Train,30,0.094,0.311,0.841,Rosa canina,0.926,1,Cultivo Este,17.0,72.1,0.924,0.765,0.837
243,2025-03-29,Arbusto,Rosa canina,Validation,12,0.103,0.089,0.855,Rosa canina,0.855,1,Bosque Norte,33.5,83.6,0.892,0.817,0.853
244,2026-03-03,Arbusto,Rosa canina,Test,24,0.115,0.325,0.921,Rosa canina,0.819,1,Cultivo Este,12.8,62.4,0.942,0.896,0.919
245,2025-08-20,Arbusto,Rosa canina,Test,29,0.145,0.344,0.82,Rosa canina,0.765,1,Cultivo Este,11.1,77.0,0.956,0.87,0.911
246,2026-03-30,Arbusto,Rosa canina,Validation,14,0.123,0.326,0.936,Passiflora edulis,0.914,0,Cultivo Este,10.5,88.1,0.85,0.939,0.892
247,2025-11-09,Arbusto,Rosa canina,Validation,23,0.12,0.316,0.82,Rosa canina,0.874,1,Cultivo Este,23.5,44.8,0.855,0.932,0.892
248,2026-09-17,Arbusto,Rosa canina,Train,28,0.125,0.242,0.854,Rosa canina,0.717,1,Bosque Norte,28.6,42.4,0.802,0.853,0.827
249,2025-09-28,Arbusto,Rosa canina,Train,26,0.198,0.321,0.833,Nerium oleander,0.631,0,Bosque Norte,16.0,79.7,0.953,0.897,0.924
250,2025-09-03,Arbusto,Rosa canina,Train,10,0.264,0.221,0.811,Rosa canina,0.924,1,Cultivo Este,25.0,45.7,0.905,0.969,0.936
251,2025-06-10,Arbusto,Lavandula angustifolia,Train,5,0.257,0.317,0.903,Lavandula angustifolia,0.802,1,Jardin Botanico,20.8,55.8,0.964,0.897,0.929
252,2026-12-07,Arbusto,Lavandula angustifolia,Validation,24,0.273,0.2,0.909,Lavandula angustifolia,0.846,1,Jardin Botanico,24.8,75.1,0.939,0.882,0.91
253,2025-02-03,Arbusto,Lavandula angustifolia,Validation,12,0.146,0.212,0.917,Lavandula angustifolia,0.971,1,Parque Central,25.0,77.2,0.892,0.773,0.828
254,2025-10-17,Arbusto,Lavandula angustifolia,Test,27,0.114,0.178,0.885,Lavandula angustifolia,0.618,1,Jardin Botanico,13.5,53.8,0.914,0.766,0.833
255,2025-09-28,Arbusto,Lavandula angustifolia,Train,30,0.099,0.245,0.851,Camellia japonica,0.681,0,Bosque Sur,22.9,40.3,0.86,0.856,0.858
256,2026-11-09,Arbusto,Lavandula angustifolia,Test,30,0.077,0.171,0.944,Lavandula angustifolia,0.823,1,Cultivo Sur,22.8,54.7,0.839,0.758,0.797
257,2026-07-12,Arbusto,Lavandula angustifolia,Validation,12,0.204,0.111,0.862,Eucalyptus globulus,0.798,0,Bosque Sur,31.9,64.7,0.871,0.769,0.817
258,2025-09-30,Arbusto,Lavandula angustifolia,Train,9,0.119,0.187,0.876,Lavandula angustifolia,0.76,1,Bosque Norte,32.7,75.7,0.979,0.779,0.867
259,2025-06-19,Arbusto,Lavandula angustifolia,Train,30,0.289,0.302,0.8,Lavandula angustifolia,0.848,1,Parque Central,11.3,52.9,0.856,0.931,0.892
260,2026-08-06,Arbusto,Lavandula angustifolia,Test,14,0.079,0.184,0.882,Lavandula angustifolia,0.744,1,Jardin Botanico,13.0,60.9,0.909,0.901,0.905
261,2026-04-25,Arbusto,Lavandula angustifolia,Train,27,0.139,0.334,0.92,Lavandula angustifolia,0.865,1,Parque Central,19.0,69.7,0.813,0.768,0.79
262,2026-02-17,Arbusto,Lavandula angustifolia,Test,13,0.203,0.316,0.93,Lavandula angustifolia,0.647,1,Cultivo Este,32.6,43.3,0.914,0.951,0.932
263,2026-05-21,Arbusto,Lavandula angustifolia,Test,19,0.156,0.16,0.887,Lavandula angustifolia,0.825,1,Bosque Norte,11.1,46.2,0.826,0.753,0.787
264,2025-02-10,Arbusto,Lavandula angustifolia,Test,18,0.213,0.308,0.925,Lavandula angustifolia,0.768,1,Bosque Sur,26.8,53.8,0.862,0.91,0.885
265,2026-09-11,Arbusto,Lavandula angustifolia,Validation,13,0.25,0.302,0.954,Lavandula angustifolia,0.957,1,Bosque Norte,20.8,55.9,0.942,0.848,0.893
266,2025-08-23,Arbusto,Lavandula angustifolia,Train,26,0.226,0.266,0.867,Lavandula angustifolia,0.665,1,Cultivo Este,20.8,47.1,0.867,0.882,0.874
267,2026-11-20,Arbusto,Lavandula angustifolia,Test,13,0.056,0.254,0.915,Quercus robur,0.733,0,Cultivo Este,11.8,60.5,0.862,0.784,0.821
268,2025-06-29,Arbusto,Lavandula angustifolia,Train,20,0.141,0.139,0.978,Lavandula angustifolia,0.777,1,Cultivo Este,27.2,47.0,0.922,0.883,0.902
269,2026-03-29,Arbusto,Lavandula angustifolia,Test,13,0.291,0.184,0.807,Lavandula angustifolia,0.612,1,Cultivo Sur,19.7,48.0,0.805,0.861,0.832
270,2026-03-23,Arbusto,Lavandula angustifolia,Test,25,0.122,0.323,0.821,Lavandula angustifolia,0.973,1,Jardin Botanico,17.8,84.4,0.936,0.851,0.891
271,2026-04-27,Arbusto,Lavandula angustifolia,Train,16,0.122,0.34,0.87,Lavandula angustifolia,0.75,1,Jardin Botanico,18.5,67.1,0.949,0.966,0.958
272,2025-11-25,Arbusto,Lavandula angustifolia,Validation,26,0.24,0.305,0.879,Lavandula angustifolia,0.718,1,Bosque Norte,16.5,49.7,0.9,0.869,0.884
273,2025-12-04,Arbusto,Lavandula angustifolia,Train,18,0.292,0.231,0.863,Lavandula angustifolia,0.826,1,Bosque Sur,13.5,62.2,0.862,0.809,0.835
274,2025-10-23,Arbusto,Lavandula angustifolia,Validation,26,0.298,0.318,0.912,Lavandula angustifolia,0.822,1,Jardin Botanico,25.5,50.1,0.888,0.838,0.862
275,2025-02-07,Arbusto,Lavandula angustifolia,Test,19,0.186,0.141,0.974,Lavandula angustifolia,0.955,1,Bosque Norte,28.1,66.7,0.807,0.855,0.83
276,2025-09-16,Arbusto,Lavandula angustifolia,Validation,15,0.081,0.294,0.85,Lavandula angustifolia,0.942,1,Bosque Norte,33.6,47.4,0.824,0.924,0.871
277,2026-06-11,Arbusto,Lavandula angustifolia,Validation,5,0.266,0.239,0.868,Lavandula angustifolia,0.711,1,Bosque Sur,15.1,78.1,0.977,0.856,0.913
278,2026-04-19,Arbusto,Lavandula angustifolia,Test,18,0.194,0.314,0.977,Lavandula angustifolia,0.759,1,Bosque Norte,30.7,78.2,0.892,0.858,0.875
279,2026-06-15,Arbusto,Lavandula angustifolia,Train,16,0.077,0.311,0.879,Lavandula angustifolia,0.93,1,Cultivo Este,32.3,43.1,0.972,0.794,0.874
280,2025-02-22,Arbusto,Lavandula angustifolia,Validation,11,0.207,0.33,0.803,Passiflora edulis,0.786,0,Parque Central,27.2,76.1,0.881,0.862,0.871
281,2025-05-15,Arbusto,Lavandula angustifolia,Test,14,0.14,0.297,0.85,Lavandula angustifolia,0.682,1,Jardin Botanico,33.9,40.4,0.824,0.816,0.82
282,2025-05-05,Arbusto,Lavandula angustifolia,Test,5,0.124,0.084,0.933,Bougainvillea spectabilis,0.925,0,Bosque Sur,28.5,47.1,0.922,0.932,0.927
283,2025-09-03,Arbusto,Lavandula angustifolia,Test,27,0.242,0.308,0.91,Lavandula angustifolia,0.635,1,Cultivo Sur,22.2,43.9,0.938,0.895,0.916
284,2026-07-19,Arbusto,Lavandula angustifolia,Validation,5,0.137,0.11,0.945,Lavandula angustifolia,0.97,1,Cultivo Este,11.8,87.8,0.873,0.765,0.815
285,2025-04-06,Arbusto,Lavandula angustifolia,Validation,12,0.175,0.295,0.927,Lavandula angustifolia,0.62,1,Bosque Norte,11.8,60.1,0.854,0.767,0.808
286,2025-05-01,Arbusto,Lavandula angustifolia,Validation,25,0.251,0.331,0.873,Lavandula angustifolia,0.953,1,Cultivo Sur,18.0,63.8,0.842,0.812,0.827
287,2025-10-26,Arbusto,Lavandula angustifolia,Validation,21,0.201,0.177,0.917,Lavandula angustifolia,0.648,1,Bosque Sur,32.2,65.2,0.915,0.965,0.94
288,2026-03-02,Arbusto,Lavandula angustifolia,Validation,20,0.068,0.264,0.844,Lavandula angustifolia,0.878,1,Jardin Botanico,30.6,80.2,0.905,0.887,0.896
289,2026-04-13,Arbusto,Lavandula angustifolia,Train,22,0.244,0.153,0.889,Lavandula angustifolia,0.711,1,Cultivo Sur,13.3,71.5,0.894,0.781,0.834
290,2025-07-15,Arbusto,Lavandula angustifolia,Validation,24,0.05,0.218,0.808,Lavandula angustifolia,0.708,1,Cultivo Este,27.7,43.1,0.935,0.82,0.874
291,2025-05-20,Arbusto,Lavandula angustifolia,Test,7,0.235,0.165,0.818,Lavandula angustifolia,0.74,1,Parque Central,16.8,82.1,0.801,0.804,0.802
292,2025-12-15,Arbusto,Lavandula angustifolia,Validation,30,0.158,0.326,0.868,Lavandula angustifolia,0.976,1,Cultivo Este,12.2,74.4,0.942,0.946,0.944
293,2025-01-03,Arbusto,Lavandula angustifolia,Validation,14,0.226,0.081,0.83,Lavandula angustifolia,0.878,1,Bosque Sur,26.7,88.3,0.87,0.889,0.879
294,2026-08-25,Arbusto,Lavandula angustifolia,Validation,23,0.125,0.108,0.941,Lavandula angustifolia,0.851,1,Bosque Sur,11.2,58.0,0.971,0.905,0.937
295,2026-04-03,Arbusto,Lavandula angustifolia,Validation,22,0.164,0.136,0.866,Rosa canina,0.744,0,Jardin Botanico,11.3,78.4,0.89,0.845,0.867
296,2025-12-07,Arbusto,Lavandula angustifolia,Validation,22,0.103,0.257,0.885,Lavandula angustifolia,0.943,1,Cultivo Este,15.4,73.9,0.948,0.937,0.943
297,2026-04-12,Arbusto,Lavandula angustifolia,Validation,15,0.213,0.279,0.857,Lavandula angustifolia,0.851,1,Cultivo Sur,19.9,75.7,0.853,0.78,0.815
298,2025-09-02,Arbusto,Lavandula angustifolia,Test,23,0.142,0.096,0.82,Lavandula angustifolia,0.801,1,Jardin Botanico,16.7,81.8,0.96,0.813,0.881
299,2026-02-25,Arbusto,Lavandula angustifolia,Train,6,0.055,0.114,0.874,Lavandula angustifolia,0.792,1,Parque Central,20.1,66.5,0.868,0.824,0.846
300,2026-04-30,Arbusto,Lavandula angustifolia,Test,27,0.291,0.22,0.922,Lavandula angustifolia,0.722,1,Jardin Botanico,29.3,78.6,0.802,0.852,0.826
301,2026-11-11,Arbusto,Nerium oleander,Validation,30,0.054,0.288,0.945,Nerium oleander,0.647,1,Bosque Sur,16.6,40.9,0.976,0.778,0.865
302,2026-05-23,Arbusto,Nerium oleander,Train,6,0.137,0.18,0.8,Nerium oleander,0.717,1,Cultivo Sur,26.2,88.7,0.939,0.864,0.9
303,2026-08-28,Arbusto,Nerium oleander,Test,15,0.246,0.291,0.882,Nerium oleander,0.755,1,Bosque Norte,17.6,43.3,0.804,0.948,0.87
304,2025-04-13,Arbusto,Nerium oleander,Validation,21,0.237,0.208,0.81,Nerium oleander,0.974,1,Jardin Botanico,33.6,79.3,0.844,0.856,0.85
305,2026-02-24,Arbusto,Nerium oleander,Train,25,0.069,0.179,0.841,Rosa canina,0.676,0,Cultivo Sur,13.5,71.1,0.898,0.962,0.929
306,2026-04-26,Arbusto,Nerium oleander,Train,30,0.253,0.252,0.87,Nerium oleander,0.863,1,Parque Central,16.5,57.3,0.904,0.782,0.839
307,2026-12-11,Arbusto,Nerium oleander,Validation,17,0.273,0.271,0.811,Solanum lycopersicum,0.657,0,Bosque Sur,10.2,71.5,0.852,0.853,0.853
308,2025-12-03,Arbusto,Nerium oleander,Train,26,0.182,0.145,0.89,Nerium oleander,0.865,1,Cultivo Este,11.9,53.7,0.824,0.961,0.887
309,2025-11-21,Arbusto,Nerium oleander,Validation,25,0.158,0.092,0.83,Nerium oleander,0.774,1,Bosque Sur,15.2,42.5,0.883,0.87,0.876
310,2026-07-09,Arbusto,Nerium oleander,Validation,6,0.263,0.145,0.973,Nerium oleander,0.677,1,Cultivo Este,33.8,89.7,0.977,0.924,0.95
311,2025-08-29,Arbusto,Nerium oleander,Train,25,0.115,0.198,0.907,Nerium oleander,0.629,1,Bosque Sur,25.6,89.1,0.977,0.875,0.923
312,2025-08-21,Arbusto,Nerium oleander,Validation,28,0.286,0.339,0.894,Nerium oleander,0.981,1,Bosque Norte,28.9,48.1,0.943,0.95,0.946
313,2025-04-11,Arbusto,Nerium oleander,Validation,29,0.21,0.26,0.829,Nerium oleander,0.82,1,Bosque Sur,29.3,64.9,0.929,0.804,0.862
314,2025-04-13,Arbusto,Nerium oleander,Test,19,0.282,0.142,0.914,Nerium oleander,0.687,1,Cultivo Sur,18.0,82.4,0.802,0.829,0.815
315,2025-11-03,Arbusto,Nerium oleander,Test,5,0.057,0.21,0.919,Nerium oleander,0.646,1,Bosque Norte,17.2,59.9,0.817,0.844,0.831
316,2025-10-28,Arbusto,Nerium oleander,Validation,16,0.24,0.18,0.871,Pinus sylvestris,0.894,0,Parque Central,33.0,87.5,0.979,0.76,0.856
317,2025-05-30,Arbusto,Nerium oleander,Validation,12,0.113,0.232,0.865,Nerium oleander,0.856,1,Cultivo Este,16.0,49.6,0.864,0.923,0.893
318,2026-11-30,Arbusto,Nerium oleander,Validation,30,0.105,0.091,0.806,Helianthus annuus,0.668,0,Cultivo Sur,31.7,54.1,0.818,0.861,0.839
319,2025-03-22,Arbusto,Nerium oleander,Train,24,0.195,0.22,0.937,Lavandula angustifolia,0.71,0,Jardin Botanico,18.8,84.7,0.905,0.846,0.874
320,2026-05-25,Arbusto,Nerium oleander,Test,23,0.245,0.209,0.89,Camellia japonica,0.68,0,Cultivo Sur,24.8,49.3,0.961,0.842,0.898
321,2026-04-18,Arbusto,Nerium oleander,Train,25,0.068,0.099,0.969,Nerium oleander,0.798,1,Parque Central,20.2,80.5,0.954,0.796,0.868
322,2025-09-19,Arbusto,Nerium oleander,Validation,26,0.243,0.257,0.827,Nerium oleander,0.942,1,Bosque Norte,23.5,54.1,0.86,0.903,0.881
323,2025-10-22,Arbusto,Nerium oleander,Validation,26,0.241,0.08,0.875,Nerium oleander,0.804,1,Cultivo Este,11.4,88.7,0.807,0.778,0.792
324,2025-03-17,Arbusto,Nerium oleander,Train,19,0.108,0.08,0.931,Nerium oleander,0.977,1,Parque Central,15.6,73.2,0.855,0.817,0.835
325,2025-11-03,Arbusto,Nerium oleander,Test,25,0.126,0.168,0.928,Nerium oleander,0.919,1,Jardin Botanico,14.5,58.5,0.953,0.843,0.894
326,2026-04-13,Arbusto,Nerium oleander,Test,14,0.239,0.186,0.906,Zea mays,0.858,0,Cultivo Sur,12.0,67.2,0.945,0.967,0.956
327,2026-05-10,Arbusto,Nerium oleander,Validation,8,0.196,0.337,0.808,Nerium oleander,0.703,1,Cultivo Sur,25.0,54.8,0.83,0.922,0.874
328,2026-08-09,Arbusto,Nerium oleander,Validation,16,0.178,0.217,0.866,Nerium oleander,0.964,1,Cultivo Este,30.7,74.9,0.937,0.773,0.847
